0.947,0.930,0.947,0.947,0.965,0.965,
0.912,0.947,0.947,0.930,0.912,0.947,0.912,0.912,0.965,0.965,
0.877,0.877,0.877,0.860,0.860,0.860,0.860,0.860,0.860,0.877,0.877,
1.000,1.000,1.000,0.965,0.965,1.000,1.000,
0.947,0.930,0.912,0.947,0.947,
1.000,0.965,1.000,1.000,1.000,1.000,1.000,
0.895,0.947,0.947,
0.947,0.912,0.930,0.912,0.930,0.965,0.965,
0.930,0.912,0.947,0.930,0.930,
0.982,0.964,0.982,0.982,0.964,0.964,0.964,
