0.965,0.947,0.965,0.965,0.965,0.947,0.947,
0.965,0.965,0.930,0.947,0.982,0.982,
0.965,0.947,0.930,0.965,0.965,
0.965,0.965,0.965,0.982,0.982,
0.947,0.895,0.912,0.930,0.930,
0.895,0.912,0.912,0.895,0.877,0.877,
0.947,0.965,0.947,0.965,0.965,
0.965,0.965,0.947,0.947,
0.895,0.877,0.912,0.895,0.912,0.912,
0.875,0.875,0.875,0.893,0.839,0.839,
